occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,phylum,phylum_no,class,class_no,order,order_no,family,family_no,genus,genus_no,subgenus_no,occurrence_comments,authorizer,enterer,modifier,abund_value,abund_unit,created,modified,accepted_name_orig
56343,occ,,,4200,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Late Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,15,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
56420,occ,,,4201,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Late Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,220,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
56533,occ,,,4202,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Late Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,107,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
56627,occ,,,4203,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Late Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,16,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
56693,occ,,,4205,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Late Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,27,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
56764,occ,,,4206,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Late Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,23,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
56927,occ,,,4212,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Late Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,1,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
56999,occ,,,4214,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Late Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,7,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
57035,occ,,,4215,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Late Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,13,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
57107,occ,,,4216,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Late Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,45,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
57183,occ,,,4217,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Late Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,1,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
57232,occ,,,4219,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Late Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,1,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
57300,occ,,,4222,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Late Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,3,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
57328,occ,,,4223,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Late Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,1,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
57353,occ,,,4224,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Late Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,3,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
57387,occ,,,4225,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Late Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,18,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
57442,occ,,,4226,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Late Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,2,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
57493,occ,,,4228,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Late Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,6,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
57583,occ,,,4230,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Late Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,22,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
57663,occ,,,4231,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Late Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,3,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
57700,occ,,,4232,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Late Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,11,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
57741,occ,,,4234,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Late Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,1,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
57771,occ,,,4235,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Late Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,2,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
57855,occ,,,4237,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Late Maastrichtian,,70.6,66,Sohl and Koch,1987,281,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,69,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
57950,occ,,,4238,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,15,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
58132,occ,,,4242,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,2,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
58192,occ,,,4244,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,1,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
58230,occ,,,4245,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,1,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
58268,occ,,,4246,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,1,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
58317,occ,,,4247,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,12,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
58420,occ,,,4248,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1987,281,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,18,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
58483,occ,,,4249,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1987,281,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,15,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
58521,occ,,,4250,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1987,281,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,6,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
58572,occ,,,4251,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1987,281,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,2,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
58604,occ,,,4252,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1987,281,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,4,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
58881,occ,,,4256,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,1,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
58959,occ,,,4259,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1987,281,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,32,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
59007,occ,,,4260,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1987,281,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,2,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
59031,occ,,,4261,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,8,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
59075,occ,,,4262,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,4,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
59183,occ,,,4264,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,1,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
59240,occ,,,4265,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,6,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
59300,occ,,,4266,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,1,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
59476,occ,,,4269,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,11,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
59537,occ,,,4270,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,22,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
59586,occ,,,4271,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,3,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
59623,occ,,,4272,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,19,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
59655,occ,,,4273,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,3,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
59692,occ,,,4274,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,1,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
59809,occ,,,4276,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,1,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
59912,occ,,,4277,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,33,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
60041,occ,,,4278,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,46,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
60081,occ,,,4279,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,10,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
60202,occ,,,4281,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1983,283,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,13,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
60326,occ,,,4283,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1987,281,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,12,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
60371,occ,,,4284,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1987,281,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,J. Sessa,3,specimens,8/14/99 11:00,10/1/09 16:55,Crassatella vadosa
60402,occ,,,4285,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1987,281,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,6,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
60458,occ,,,4286,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1987,281,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,4,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
60539,occ,,,4289,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1987,281,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,,,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
60549,occ,,,4291,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1987,281,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,3,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
60627,occ,,,4296,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1987,281,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,2,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
60678,occ,,,4298,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1987,281,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,9,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
60860,occ,,,4304,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1987,281,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,4,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
60867,occ,,,4305,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1987,281,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,4,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
60925,occ,,,4310,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1987,281,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,8,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
60942,occ,,,4311,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1987,281,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,3,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
61007,occ,,,4313,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Early Maastrichtian,,70.6,66,Sohl and Koch,1987,281,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,Crassatella vadosa vadosa Morton,M. Kosnik,M. Kosnik,,1,specimens,8/14/99 11:00,8/14/99 13:00,Crassatella vadosa
