occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,phylum,phylum_no,class,class_no,order,order_no,family,family_no,genus,genus_no,subgenus_no,occurrence_comments,authorizer,enterer,modifier,abund_value,abund_unit,created,modified,accepted_name_orig
14983,occ,,,1295,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella vadosa
15059,occ,,,1296,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,2/17/94 0:00,4/8/99 21:02,Crassatella vadosa
15145,occ,,,1297,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella vadosa
15172,occ,,,1298,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella vadosa
15243,occ,,,1299,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella vadosa
15301,occ,,,1300,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella vadosa
15363,occ,,,1301,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella vadosa
15500,occ,,,1303,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella vadosa
15573,occ,,,1304,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella vadosa
15628,occ,,,1305,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella vadosa
15705,occ,,,1306,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella vadosa
15770,occ,,,1307,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella vadosa
15878,occ,,,1308,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella vadosa
15970,occ,,,1309,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella vadosa
16080,occ,,,1310,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella vadosa
16187,occ,,,1311,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,2/17/94 0:00,4/8/99 21:02,Crassatella vadosa
16243,occ,,,1312,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella vadosa
16369,occ,,,1313,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,2/17/94 0:00,4/8/99 21:02,Crassatella vadosa
16451,occ,,,1315,Crassatella protracta,species,17518,species not entered,Crassatella (Crassatella) protracta,genus,17518,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella protracta
16846,occ,,,1322,Crassatella maruejoli,species,17518,species not entered,Crassatella (Crassatella) maruejoli,genus,17518,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella maruejoli
16847,occ,,,1322,Crassatella matercula,species,17518,species not entered,Crassatella (Crassatella) matercula,genus,17518,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella matercula
16939,occ,,,1325,Crassatella normaniana,species,17518,species not entered,Crassatella (Crassatella) normaniana,genus,17518,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella normaniana
17020,occ,,,1326,Crassatella bosquetiana,species,17518,species not entered,Crassatella (Crassatella) bosquetiana,genus,17518,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella bosquetiana
17176,occ,,,1332,Crassatella marrotiana,species,17518,species not entered,Crassatella (Crassatella) marrotiana,genus,17518,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,6/15/94 0:00,4/8/99 21:02,Crassatella marrotiana
17222,occ,,,1332,Crassatella pyrenaica,species,17518,species not entered,Crassatella (Crassatella) pyrenaica,genus,17518,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,6/15/94 0:00,4/8/99 21:02,Crassatella pyrenaica
17995,occ,,,1351,Crassatella macrodonta,species,17518,species not entered,Crassatella (Crassatella) macrodonta,genus,17518,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella macrodonta
18136,occ,,,1356,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella vadosa
18306,occ,,,1363,Crassatella awadi,species,17518,species not entered,Crassatella (Crassatella) awadi,genus,17518,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella awadi
18307,occ,,,1363,Crassatella austriaca,species,17518,species not entered,Crassatella (Crassatella) austriaca,genus,17518,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella austriaca
18308,occ,,,1363,Crassatella chargensis,species,17518,species not entered,Crassatella (Crassatella) chargensis,genus,17518,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella chargensis
18309,occ,,,1363,Crassatella matercula,species,17518,species not entered,Crassatella (Crassatella) matercula,genus,17518,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella matercula
18310,occ,,,1363,Crassatella nilotica,species,17518,species not entered,Crassatella (Crassatella) nilotica,genus,17518,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella nilotica
18342,occ,,,1364,Crassatella matercula,species,17518,species not entered,Crassatella (Crassatella) matercula,genus,17518,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella matercula
18380,occ,,,1365,Crassatella numidica,species,17518,species not entered,Crassatella (Crassatella) numidica,genus,17518,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,1/7/93 0:00,4/8/99 21:02,Crassatella numidica
18381,occ,,,1365,Crassatella marrotiana,species,17518,species not entered,Crassatella (Crassatella) marrotiana,genus,17518,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,1/7/93 0:00,4/8/99 21:02,Crassatella marrotiana
18522,occ,,,1370,Crassatella arcacea,species,353370,,Crassatella (Crassatella) arcacea,species,353370,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella arcacea
18523,occ,,,1370,Crassatella chiesai,species,17518,species not entered,Crassatella (Crassatella) chiesai,genus,17518,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella chiesai
18524,occ,,,1370,Crassatella desioi,species,17518,species not entered,Crassatella (Crassatella) desioi,genus,17518,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella desioi
18525,occ,,,1370,Crassatella krumbecki,species,17518,species not entered,Crassatella (Crassatella) krumbecki,genus,17518,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella krumbecki
18526,occ,,,1370,Crassatella macrodonta,species,17518,species not entered,Crassatella (Crassatella) macrodonta,genus,17518,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella macrodonta
18527,occ,,,1370,Crassatella matercula,species,17518,species not entered,Crassatella (Crassatella) matercula,genus,17518,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella matercula
18528,occ,,,1370,Crassatella pirovanoi,species,17518,species not entered,Crassatella (Crassatella) pirovanoi,genus,17518,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella pirovanoi
18529,occ,,,1370,Crassatella rossii,species,17518,species not entered,Crassatella (Crassatella) rossii,genus,17518,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella rossii
18530,occ,,,1370,Crassatella quaasii,species,17518,species not entered,Crassatella (Crassatella) quaasii,genus,17518,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella quaasii
18531,occ,,,1370,Crassatella sforzai,species,17518,species not entered,Crassatella (Crassatella) sforzai,genus,17518,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella sforzai
18642,occ,,,1372,Crassatella sanchezi,species,17518,species not entered,Crassatella (Crassatella) sanchezi,genus,17518,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella sanchezi
18843,occ,,,1375,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella vadosa
18879,occ,,,1376,Crassatella kaiseri,species,17518,species not entered,Crassatella (Crassatella) kaiseri,genus,17518,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella kaiseri
18880,occ,,,1376,Crassatella desensis,species,17518,species not entered,Crassatella (Crassatella) desensis,genus,17518,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella desensis
18959,occ,,,1379,Crassatella austriaca,species,17518,species not entered,Crassatella (Crassatella) austriaca,genus,17518,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella austriaca
19017,occ,,,1380,Crassatella fruscogorensis,species,17518,species not entered,Crassatella (Crassatella) fruscogorensis,genus,17518,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,6/15/94 0:00,4/8/99 21:02,Crassatella fruscogorensis
19018,occ,,,1380,Crassatella slavonica,species,17518,species not entered,Crassatella (Crassatella) slavonica,genus,17518,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,6/15/94 0:00,4/8/99 21:02,Crassatella slavonica
19064,occ,,,1381,Crassatella austriaca,species,17518,species not entered,Crassatella (Crassatella) austriaca,genus,17518,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella austriaca
19116,occ,,,1383,Crassatella austriaca,species,17518,species not entered,Crassatella (Crassatella) austriaca,genus,17518,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella austriaca
19146,occ,,,1384,Crassatella desensis,species,17518,species not entered,Crassatella (Crassatella) desensis,genus,17518,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella desensis
19362,occ,,,1388,Crassatella arcacea,species,353370,,Crassatella (Crassatella) arcacea,species,353370,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella arcacea
19448,occ,,,1391,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella vadosa
19510,occ,,,1392,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella vadosa
19584,occ,,,1393,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella vadosa
19702,occ,,,1395,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Maastrichtian,,72.1,66,Jablonski and Raup,1999,40,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,D. Jablonski,D. Jablonski,J. Alroy,,,4/8/99 19:02,4/8/99 21:02,Crassatella vadosa
23300,occ,,,1511,Crassatella saulae,species,17518,species not entered,Crassatella (Crassatella) saulae,genus,17518,Late Campanian,,83.5,70.6,Dailey and Popenoe,1966,44,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,J. Alroy,M. Sommers,,r,category,5/13/99 12:23,5/13/99 14:23,Crassatella saulae
23307,occ,,,1512,Crassatella saulae,species,17518,species not entered,Crassatella (Crassatella) saulae,genus,17518,Late Campanian,,83.5,70.6,Dailey and Popenoe,1966,44,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,J. Alroy,M. Sommers,,r,category,5/13/99 12:27,5/13/99 14:27,Crassatella saulae
23474,occ,,,1528,Crassatella saulae,species,17518,species not entered,Crassatella (Crassatella) saulae,genus,17518,Late Campanian,,83.5,70.6,Dailey and Popenoe,1966,44,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,J. Alroy,M. Sommers,,u,category,5/13/99 14:16,5/13/99 16:16,Crassatella saulae
23548,occ,,,1535,Crassatella saulae,species,17518,species not entered,Crassatella (Crassatella) saulae,genus,17518,Late Campanian,,83.5,70.6,Dailey and Popenoe,1966,44,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,J. Alroy,M. Sommers,,c,category,5/13/99 15:00,5/13/99 17:00,Crassatella saulae
23568,occ,,,1537,Crassatella saulae,species,17518,species not entered,Crassatella (Crassatella) saulae,genus,17518,Late Campanian,,83.5,70.6,Dailey and Popenoe,1966,44,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,J. Alroy,M. Sommers,,u,category,5/13/99 15:10,5/13/99 17:10,Crassatella saulae
23579,occ,,,1538,Crassatella saulae,species,17518,species not entered,Crassatella (Crassatella) saulae,genus,17518,Late Campanian,,83.5,70.6,Dailey and Popenoe,1966,44,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,J. Alroy,M. Sommers,,c,category,5/13/99 15:13,5/13/99 17:13,Crassatella saulae
23597,occ,,,1540,Crassatella saulae,species,17518,species not entered,Crassatella (Crassatella) saulae,genus,17518,Late Campanian,,83.5,70.6,Dailey and Popenoe,1966,44,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,J. Alroy,M. Sommers,,r,category,5/13/99 15:18,5/13/99 17:18,Crassatella saulae
23606,occ,,,1541,Crassatella saulae,species,17518,species not entered,Crassatella (Crassatella) saulae,genus,17518,Late Campanian,,83.5,70.6,Dailey and Popenoe,1966,44,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,J. Alroy,M. Sommers,,r,category,5/13/99 15:21,5/13/99 17:21,Crassatella saulae
23621,occ,,,1543,Crassatella saulae,species,17518,species not entered,Crassatella (Crassatella) saulae,genus,17518,Late Campanian,,83.5,70.6,Dailey and Popenoe,1966,44,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,J. Alroy,M. Sommers,,u,category,5/13/99 15:31,5/13/99 17:31,Crassatella saulae
23659,occ,,,1548,Crassatella saulae,species,17518,species not entered,Crassatella (Crassatella) saulae,genus,17518,Late Campanian,,83.5,70.6,Dailey and Popenoe,1966,44,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,J. Alroy,M. Sommers,J. Marcot,r,category,5/13/99 15:49,5/25/21 13:34,Crassatella saulae
23991,occ,,,1645,Crassatella evansi,species,17518,species not entered,Crassatella (Crassatella) evansi,genus,17518,Late Campanian,,83.5,70.6,Gill et al.,1966,45,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,J. Alroy,M. Sommers,,,,5/19/99 16:15,5/19/99 18:15,Crassatella evansi
24008,occ,,,1647,Crassatella evansi,species,17518,species not entered,Crassatella (Crassatella) evansi,genus,17518,Campanian,,83.6,72.1,Gill et al.,1966,45,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,J. Alroy,M. Sommers,,,,5/25/99 12:28,5/25/99 14:28,Crassatella evansi
